ReviewID,ProductID,Title,Description,Label
8856,1162,Amazing Sound! Amazing Price! Highly Recommended!,"As a KEF owner, 25 years and counting, through multiple series of the Q-Series family, I am never surprised, but continue to be amazed at the balance of high quality sound and cost the Q-Series brings.  This Christmas I decided to build a simple 2-channel audio system, bringing together a Marantz MM 7025 Amplifier, a direct attached Cambridge CXN Music Player and DAC and of course KEF Q-Series speakers.  Initially I started with an older generation, pair of KEF Q-10's, in the system and quickly realized that with KEF's attractive holiday pricing, it was time to upgrade.   Don't get me wrong, the Q10's shine, but I elected that after 20 years it was time to upgrade to the Q300 and the decision was not only right, but truly an amazing step up!  Detail, Bass and imaging, all the quality's of a truly great sound experience exploded in front of me out of the box.

I now have a home theatre with Q-Series surround sound, Q700 and Q600 and now a new audio only system with the Q300's!  I'll never look back or change course in the future.  Keep up the great work KEF!",
8857,1350,Amazing Sound,"For a desk top speaker, the sound is truly amazing! When using the USB connection to my Mac, Hi-Rez files from Tidal have a very spacious detailed sound.  No other desk top speaker I've owned sound as good.  Well worth the purchase.",
8859,1235,The C4 that Could - Part 2,"Feel the same as C4 review by ArmSC - this C4 puts out a lot of clean bass for a smaller 8"" sub.  I have mine in a larger room and it easily fills the room with tight and controlled bass at about 40% volume.  Also very impressed.  I have it paired with the KEF FiveTwo Series 7 speakers and they're an excellent match together.  For my main family room system, I have a SVS PB-2000 sub with a 12"" inch driver and 500 watt amp, which is an awesome and deep hitting sub, but still impressed with the output of the C4 in comparison and how it blends seamlessly with my FiveTwo speakers.   Definitely recommend and KEF speakers in general!  ",
8860,1264,Great buy-exactly what I'd been looking for,The build on these speakers are awesome.  Nothing extraneous.   Installation was very easy.  These are truly a slim line speaker which do not protrude past my 2016 wall mounted 4K TV.  Sound is clear and strong.  They are not broken in yet but I expect they'll only get better.  I would highly recommend these speakers if you're looking for something that won't mount past the surface of the TV.,
8861,1159,"They look magnificent, and sound to match. The definition of each instrment is so clear, and the dynamic range is marvelous.","I've been familiar with KEF speakers for years, having grown up in the UK. These Q900s exceed my expectations. I couldn't be more pleased with the dynamic range and the definition of each instrument is so clear. They are a great match for my Adcom 200W per channel amplifier and have ended my long search for just the right speakers.",
8865,1162,Remarkable!,"I have a pair of LS50s I absolutely love, but wanted an additional pair of speakers for TV viewing, as the Q series have similar looking drivers I though I'd try them. WOW, definitely quite a family resemblance in sound quality! For a fraction of the price these are awesome, particularly when on sale!",
8866,1162,Best speakers I have ever owned!!!,"Took a chance on these via the many positive reviews. After about 140 hours of break in, they are crystal clear, needing very minmal power to make them sing. My wife loved the linear white, and also said these are so much clearer than my Polks. I am going to complete my 5.1 setup wth a center channel and surrounds from Kef. But to be honest the 2.0 setup is more than spectacular even with movies. I am very pleased with Kef and am glad that I took a chance on them.",
8867,1350,GOOD  SOUND AND VALUE FOR THE MONEY,KEF EGG speakers have that good integrated sound given the point source arrangement.   Very good as a replacement for TV speakers for both TV watching and streaming that much improves the sound especially for voice clarity.    Lacking in bass but not surprising given their size and design.    Only downside I found so far is that the remote is slow to respond and doesn't pick up signals from a distance across a slightly larger room.   I got the units with brilliant blue finish which looks rather classy.,
8868,1175,They deliver,"1st world problems.  We moved, and the DefTech Mythos XTR-60s & XTR-20BP were not up to snuff for my wife because they were black and our new living room is light grey.  She actually found these and they blend in really well.   They are slim and very well built.  I added in the Ci200ER In-Ceiling Speaker Ultra Thin Bezel for my Atmos setup and I am pretty happy with the the look and the sound quality.

While the sound quality is good, I would say that  the DefTech has more punch, but it is also 2x the price and has more drivers.  The subwoofer has less punch as well but these are slimmer than my Mythos  and definitely more cost effective- so very high marks for value",
8869,1474,"Great Sound, Bad User Experience","Well, I am avoiding describing the audio quality as there will be plenty of audiophile reviews.

My biggest concern with these speakers is User Experience. While claiming that these speakers are Wireless, it seems KEF killed such an important feature as auto wake up if signal is coming into any of the inputs. This feature greatly worked in KEF X300A Wireless. You could just start streaming something with AirPlay or AUX and speakers would turn on and start playing. These are silent dead! Until you find a remote control to turn them on, or if you will make a round trip to the end of the room to press the ON button on top of the left speaker. Seriously?! And this is every other hour, as it seems speakers go sleep after an hour or so of not playing.

I am not sure if KEF is about to address this in some firmware update, as it seems they introduced this silly ON button on the speaker and on the remote control to remind you that you are still on the planet Earth and you must to suffer a bit while enjoying the heaven class audio quality.

P.S. One of the possible solutions would be at least turn on speakers if Volume Up/Down signal is sent from IR Remote. As you can program you Apple TV 4 Remote to control volume of these speakers at the moment.",
8870,1161,Lived up to the hype,"I had done a bit of research on these speakers and most reviews raved about the detail and stereo imaging. Happy to say these speakers did not disappoint. I'm hearing things on recordings that I've never noticed before. 
The bass response is not overpowering, but I'm using the speakers temporarily in a large living room. For the type of music I'm listening to now they do very well. 
",
8871,1162,KEF Q300 Bookshelf Speakers,"First off I set out to purchase a pair of 2.0 setup.  I have had all the 7.2 setup.  I'm 60 years old, and it all boils down too the simplicity of it all.  I stated out with a list of 10 bookshelf speakers and many above the price of KEF Q 300. I auditioned many of the 10 pairs.  These KEF 300s are worth much more than their modest price.  I will tell you this I'm buying another pair very soon.  I will and would like to say the bass and mid range and treble with tone control sound absolutely awesome.  With tone controls on my Rotel RA- 985bx she drive these Q300 very well.  I have always been amazed with these speakers from the get go. I will in closing say the speakers blow speakers many times their value and still win.    Thank you KEF I am a very proud owner      Keith",
8872,1163,"Great speakers, Great price","I was in the market for a new set of bookshelf speakers and I had read a ton great reviews for these guys.  All the reviews are spot on!  These speakers put out great sound, especially for music enjoyment.  They are situated in a 20' X 15' living room and they put out plenty of volume to fill the space.  The walnut finish is beautiful; goes perfectly with my dark wood furniture.  For the price, you won't find a better set of speakers.  I couldn't be happier with my purchase and would recommend these speakers without reservation!",
8873,1167,Well done,"Beautifully crafted, great sounding, easy to integrate",
8874,1163,Great value and great sound,"Bought these on sale about 2-3 months ago.  They are getting better by the week as they are broken in.  Good bass for the speaker size.  Great clarity and mids.  Thinking of upgrading in the future to an R series speaker, which if these are any indication, will be an even better decision.  Really like KEF and their products.",
8875,1350,Almost perfect Desktop sound,"Very high quality speakers. Bought them during boxing day and that may affect my review. At this price I am really happy. It's not a wow reaction, it's the feeling I have over time listening to the music coming out of those speakers, the definition of the sound, its warmth, the image, I really like them.",
8876,1163,"Great sound, great price, and good lookin' to boot!","Maybe this is not everyone's criteria, but when I started looking for speakers for my small  studio apartment, they needed to not only perform, but look good while doing so. Aesthetics are important to my eyes and my ears, especially since I spent the past year remodeling my home into a mid-century modern wonderland.  These speakers did not disappoint.  The sound is incredible, and the linear white speakers look right at home with the surrounding decor.  Thanks KEF!",
8877,1165,KEF all the way!,Bought these as a requested gift for my son. He is very happy with this purchase. Goes perfectly with his bookshelf KEF speakers.,
8879,1474,KEF LS50 wireless brings audiophile-grade sound into the modern home,"I recently purchased the LS50 wireless in white / copper. The speakers look great, have superior build quality  and they feel very solid. They are super heavy and barely vibrate when in use (which is a great when placed on a desk). The setup experience was super easy (as it should be) with the desk/stand, wall/free space options. Sound quality is everything you would expect from a pair of high end speakers - The rich and deep sound is nothing but spectacular. When not in use, these speakers power themselves off automatically. Highly recommend these speakers if you are looking to invest in audiophile speakers without having to think about the complexity and intrusive physical footprint of a multi-component sound system.

In terms of improvements, I hope that KEF provides a way to wake up the speakers when music is streamed vs. having to turn on manually on the speaker or using the remote. In a future version of the product, it would be great if the speakers could be wirelessly linked to each other instead of the CAT cable connection.",
8880,1165,Incredible 3-way sound for center,"The build quality is top notch for the price range, especially when you examine the speakers themselves. 
My previous center just couldn't match the performance of my 2 KEF Q100s fronts, 200c is perfect for my setup and the size isn't obnoxious either.  
The main stand-out for me is this is a full 3-way speaker for a center! For this price range nothing offers the same level of performance. ",
8881,1165,3-way speaker for center!,"I am very pleased with this speaker selection. It performs incredibly well and its the only 3-way center channel for this price range. 
Nothing came close this performance in my research. It played a big role in my purchase of KEF Q-system over ELAC",
8882,1474,Award Speaking Speakers Taken To The Next Level,"I am a previous owner of the KEF LS50 speakers which were already one of, if not the best, speakers in their original price range ($1500).  Well these speakers improve on just about everything with those and actually prove to be a better value now that you don't need to worry about an Amplifier, DAC or Network Streamer if you don't want too. And the way the Amp/DAC are implemented I can say that you probably won't want too. I tried multiple different amp/DAC pairings with my original LS50's and nothing sounded as good as these custom built one's do. Musicality is through the roof on these bad boys, they quite simply sound fantastic. 

If I was to nitpick anything I would have to say the Network Streaming is a bit lacking in terms of user interface, as well as the ability to use TIDAL streaming, which was a deal breaker for me. Easy enough fix though, I just hooked up an Auralic Aries Mini as my streamer, picking up TIDAL in the process as well as a better UI and slightly improved sound quality. Not necessary, but I would recommend something like the Aries or even a Sonore MicroRendu if you're serious about your hi-fi. If they do end up implementing TIDAL streaming (and Roon for that matter), then these would literally be perfect. A job well done by KEF, and a speaker that seriously takes hi-fi to another level for a very modest price.",
8883,1474,"Breathtaking Sound, But Not Really ""Wireless.""","I received these speakers via Fedex a few days ago after waiting since November for their official release month of January, 2017. They sound amazing, but my problem is not with the sound, but with the interface.

I read a few reviews online prior to their arrival (but unfortunately after I ordered them) that the speakers can't play (can't even see on my hard drive) SACD-ISO, DSD64 or DSD128 files - only a max-24bit/192kHz file. That may be what the KEF app can play, but I'm here to tell you that I play SACD files through Audirvana Plus just fine, and they sound amazing on these speakers. The manufacturer was so surprised when I told them I was able to get them to work that they emailed me twice with requests for details.

Here's the issue I have - you CAN play music via WiFi thru your phone, but not from a computer or laptop. I'm left with having to connect a USB cable from my laptop to the speakers - very unsightly and cumbersome. Their support team told me that I could stream via Bluetooth, but there would be a loss in quality.

Again, they sound amazing thru my USB setup, but I am hoping that A) KEF acknowledges that you CAN play SACD-ISO files using the right software, and B) solve the problem of WiFi interaction with computers, so audiophiles (the intended audience at this price-point) can stream their high-res files without clumsy cables. They are not truly ""wireless speakers"" because they are wired to each other, wired to their respective electrical outlets, and now, unfortunately wired to my computer.



________________

From KEF:

The KEF LS50W uses PCM audio for playback and similar to most other playback devices and platforms, users wishing to stream DSD/SACD audio must first convert the audio from DSD to PCM. This is accomplished via a menu selection in the playback program. For example, in Audivarna, as per their user manual (pg. 34,35), the user must select either 64-bit decimation or 64-bit multistage to convert the DSD audio signal to PCM before sending to the DACs. You absolutely stream DSD files to the LS50W as long as your server/host converts the file to PCM first, so therefore technically, you are playing files converted from DSD to PCM rather than playing straight DSD.

The KEF LS50W supports DLNA streaming, but it does not support Apple Airplay. You can stream audio from your DLNA-enabled device such as a PC or laptop but you will need an Airport Express (for example) to stream from a MAC to the LS50W. DLNA is the world-wide standard for non-Apple manufactured audio/video streaming and connection, and Apple has produced products such as the AirPort Express for this express purpose. 

Because of the necessity in having as precise a clock as possible to sync the left and right channels for phase-correct output and to reduce other issues caused by imprecise clocking, the clock generated in the master speaker as well as the audio data, is transmitted via a CAT6 cable. In order to provide as high quality an output as possible, there are separate amplifier and DSP sets in each speaker, because of this each speaker requires its own AC power source as well. As a result of our desire to make LS50W an extremely high-end active music system, the system is wireless, but the speakers within the system, by necessity, are not.",
8884,1162,Impressive for Size,Home theater application in room with lots of glass and half rear wall.  Room size is approximately 25 wide by 20 deep.  Speakers do an excellent job warming the sound and filling holes that I didn't realize I had from replaced larger speakers.  Impressed with performance.  I purchased on sale so I'm reluctant to give 5 stars as a recommendation when retail was $650.,
8885,1163,Great speakers,The sound stage from these speakers is simply amazing and very well balanced.  I mounted my Q100s on the wall in my kitchen using the built-in bracket which made things so easy.  I am driving them with a Rotel CD player and preamp into an Adcom poweramp.  I am very happy!,
8887,1165,Great sounding speaker,"Very crisp sound coming out of the speaker.  Definitely a larger center channel, but stays clear at high volumes and looks great as well.",
8888,1162,Fantastic Speakers,"Very crisp sounding speakers with punchy highs and clean bass.  For a speaker of its size, it handles loud volumes very well and stays clear in the process.  Looks great too (Walnut Finish).",
8889,1163,Fantastic Speakers,"Very crisp and clear  sounding speakers with punchy highs and amazing clarity  For a speaker of its size, it handles loud volumes very well and stays clear in the process.  Looks great too (Walnut Finish).",
8890,1163,Fantastic Speakers,"Very crisp sounding speakers with punchy highs and great clarity.  For a speaker of its size, it handles loud volumes very well and stays clear in the process.  Looks great too (Walnut Finish).",
8891,1474,Amazing sound but features need help,"Really great sound.
Terrible remote.
Needs auto switching of sources, ability to use phone app instead of remote,  and Airplay.  There is really no good reason not to have airplay on these as bluetooth has much worse sound quality.
Roon and MQA integration would be really nice.",
8894,1176,Surprisingly powerful,"This was my first home theater purchase so I will put NOT an audiophile disclaimer. 

After a good amount of reading and strong recommendation from an audiophile friend, I zeroed in on this speaker set against my original desire of opting for the better marketed  B brand. 

Speakers were delivered promptly and I was surprised to find no cables inside( read disclaimer). 

Anyways, buying these speakers was an awesome decision. Speakers were a breeze to set up along with Marantz 5010. They look stunning on the walls and with such a small form factor, they have managed to not make my living room look bulky or over crowded. 

After the original set up, I switched them on and they sounded like ordinary speakers at first. It's when I started looking at some settings and increased the volume then I realized the beast I have unleashed. The speakers transformed my whole music and movie experience. Upto volume 60 there is no visible difference between TV speakers and these. Only when I increased the volume 60 onwards, they were truly able to deliver upto their capability. Most surprising part was the sub. For such a tiny box, it sure shaked my whole household. 

Settings of the receiver are a must to explore. If you are not getting the sound you expect, play with settings. 

Very pleased with purchase and highly recommend this speaker set. ",
8895,1162,True Audiophile experience,"In my opinion, in my listening room, the Q300's outperform some quality European competition in the
$2000-$3000 price range. The combination of the concentric drivers, front porting and efficiency allow the 
soundstage to flow freely in my room. I mainly play LP's and my system, not including the KEF's, this Analog
Rig is beyond a $20k investment. You could easily spend $1800 and not get the quality of sound provided by 
the KEF Q300's. A no brainer, stone cold bargin.",
8896,1177,Great sound.,"Small and stylish so you can put them anywhere. Sound is as good as it gets. Would definitely buy again, especially at the sale price of $599.",
8897,1162,Very impressed.,"Almost finished breaking these in and I'm nothing short of amazed.  I used to have their rivals, the B&W 685's hooked up to a NAD C-352 amp and they sounded great until one of the woofers went out.  I stumbled upon these while looking for replacements and figured I'd give them a try because they were on sale and I'm so glad I did.  Some mention the bass is more substantial on the 685's but I think it's the opposite.  The lower end is more satisfying from these and when cranking up the volume to get the voice coils flexing I found I had to put the plugs in the port tubes to get them really moving.  These put out equal or better sound and are capable of putting out far more sound than the B&W's ever could.  They definitely sound much larger than they are.",
8898,1163,Outstanding,"I have built in ""bookshelves"" wher I need to place my speakers. The versatility of the Q100s were the solution to my placement issue. I love them. Some reviews I read said that these speakers need to break in before they are at their best?  If that is the case I can't wait to hrear them a month from now. They are outstanding now!",
8899,1261,Replacement Ear Pads,"Bought the M500s when they came  and I'm now just replacing the ear pads.  Excellent quality, easy to replace, and I can happily listen to one of my favorite portable over ear headphones again.",
8902,1162,"Got the Q300.  Special Offer, Just received them.","Got a pair of Q300 last week. Just finished setting them up. 
My system is Mid Hi Fi made of a  NAD 270 (120 W) Amp , NAD 1155 Preamp, Marantz CD 6006 Player and the new Pair of Q3000. 
Kimber cables Inter C , Speakers C.  Music Room is about 20' x 15'.
It sounds like it will be a good match for the Amp, Pre Amp and CD player.
Still breaking in the Q300. So far the Mid's are very clear, Bass is good for a 6.5 woofer. I had to tame the high's a bit
for my taste.

Will have to wait and hear them after 80-100 hrs. Still intrigued by the concentric speaker design. Looks are outstanding.
Priced at $ 399.00 with a special offer from KEF makes them a good buy. They replace a Pair of Dynaudio BM  5A. 
Shipping was fast, good packing , instructions. 

Happy listening. Cheers!!!


",
8903,1474,IMHO These are a complete Audiophile Grade Listening Solution,"There are plenty of reviews  that are positive, so in  my  perspective, LS50 Wireless are outstanding clarity, air, sparkle, depth, bass (extended option,) naturalness of voices, punch, impact.  Tremendous ability to fill out a medium sized living room, with beautiful deep sound for the times you want to experience the music as if live, or relax with it in the quiet of the evening.  In the 70's I had a mega watt, floor standing high end Bose, large equipment rack and radial turntable.  I can let it all go, without feeling like I have stepped down in anyway.  For years I have been into some extremely high-end digital audio with Headphones, matching headphones cables, amps, DACs and pristine resolution files, and these stack up very well, for an open audio system. I could just use the system as is, BUT in my situation I needed to have longer power cords (3m), and audio speaker interconnect, (5m)  for my set-up so I did change them and upgrade, BUT otherwise did not feel the need.  For power cords I picked a 14GA basic audio level power cord, and for speaker interconnect, I chose a Cat 7 cable, though Cat 6, should be fine.   KEF stands are not available at this time, so I chose one with a 61/2 x 8 top plate in the $200. range, but also used an Aperta isolator, popping off the rubber speaker feet.  I also added a AC line filter box, because I don't have other home theatre equipment causing me to go beyond a basic surge protector.  I've spent weeks making these choices, so I hope this may help someone else.  I did check with KEF support, and they recommended a speaker stand top plate of 7x8 minimum, and stands which are fillable with a dampening material.  I enjoy listening to them in extended bass setting, and they advised they can be used this way 100% of the time without damage.  They also said ""You will definitely notice more bass after the break in period. The breaking period will occur between 120 or 140 hours of use. The drivers will completely open up.""  Hope this helps others!  My stands are 24 inch, and with the Aperta, the height is 27 inches.  KEF support thought anywhere between 18-28 inches height is fine.  Finally i do notice a improvement in using a good source wired with a a good line out (3.v vs 1.V).  Wireless is excellent jus the app still needs to improve.",
8904,1163,Fantastic speaker,Paired this with a sonos amp and a Audio Technica LP120. Crystal clear sounds. Amazing quality.,
8905,1261,M500 Ear Pad,Customer service was thoughtful and caring about my ear pad leather coming apart. That's nice to see these days! Hopefully these will last longer then the original ear pads. They do seem to be well made. Their soft leather is comfortable to wear. My three stars is only because the first ones should not have split.,
8906,1161,nice,"These are very nice. I have them in the front on a 7.1 system: Kef Q series speakers, SVS sub, Onkyo NX R 474 multi channel receiver.  There is a definite break in period with the Q500 speakers (100 hours), but after the break in,  I tuned my system for about 3 days, and when I got it setup right,  the Kef Q500 series speakers are among the best  that I have ever own, and have owned ultra high products in the past.  I bought a pair of q700s as well. The Q700 speakers obviously have a lower end response than the Q500 speakers, but I believe the Q500 have better midrange.  Most people would buy the Q700 over the Q500 because the Q700 are fuller and easier to setup.   Both are great products.",
8907,1176,extremely happy with purchase,"I was able to incorporate a new home theater setup into the wife's remodel plans for the room above the garage, and the T305 fit perfectly. Paired with a Sony XBR65X930D display, and a Marantz SR6011 I was able to achieve the delicate balance of wife pleasing aesthetics with sound that seems much greater than the enclosure size would have you believe.

I was limited in options based upon aesthetics, and  auditioned other brands slim solutions in the $2-3K price range, but they unfortunately sounded as flat as their profiles. With the closest KEF dealer 100 miles away, I purchased based solely on the reviews I could find, and prayed for the best. I am happy to say that I was not let down. The build quality is exceptional when compared to other offerings in this price range. The wall mounts are well constructed, and made mounting a breeze.

The sound is good at low volume, but they really seem to open up once the volume is increased, which is perfect for the home theater environment. I ended up adding two pair of KEF Ci160ER in-ceiling speakers for an Atmos 5.1.4 setup,  They are tonally matched, and provide an incredibly immersive experience for a very reasonable price.",
8908,1163,Best speakers at this price point and higher,Sound stage was big and very clear. You won't find anything better at the discounted price.,
8910,1162,Game changer!,"These speakers are crazy good, I have a pair of LS50s that I love, and when I got these I A/Bd them extensively to try to hear differences. They are there, but very few! The Q300 go a bit deeper, but have some minor resonances or port sounds that are absent on the LS 50s. However the Q300 is 95% performance of the LS 50 at a fraction of the price, particularly when on sale! KEF have really raised the bar for reasonably priced very high end sound bookshelves with this model. The imaging is remarkable, I feel due to the coaxial driver design. THey've really got it right with this newest version. If youy've ever heard full rangers, they also can have spooky imaging capabilities, but always lack the high end, or real bass, take you  pick. Not these babies! It's amazing the amount of bass you can get from a 6.5"" woofer! The only quibble I have with the whole new range of UniQ speakers is that they are a bit forward soundwise in the upper mid register. With well recorded material this gives them incredible life and presence, but with poorly recorded material, particularly older pop and rock recordings they can should pretty shrill. Luckily, their distortion is so low it doesn't kill you, but you do want to head for the tone controls or eq.    ",
8913,1162,q300,"I would like to see something better in the footer feet for these. The sound quality increased dramatically when based and angled upward. Lower volume can produce a flat and dead report. Some power is required to produce full tone and quality.  I have tried these with power amped to the 8 ohm and dual amped using the four ohm posts.  No noticeable difference is found by myself. I would like to see a banana plug connects on the binding post. Although the low end is missing what a eight inch speaker can produce there is still a punch. Overall the sound made by q300 is rich and full beyond what units costing twice as much do. Voice is clear and present an accurate representation of living sound, stings are deep and rich, brass and wind are fluent but can be whiney in the top end.  I like the sound very much. ",
8914,1474,I'm very impressed!,"I purchased a pair of these from my local KEF dealer to find out if they'd impress me enough to replace my KEF LS50/integrated amp/DAC  digital audio system. I was intrigued by the idea of perfectly matched speakers/amp/DAC since I'm a firm believer in ideal synergy best being achieved by engineers who's pay grade is far above my own. I'd never buy a sports car  with an engine, electrical system, and chassis that weren't designed by one manufacturer so why should we be doing this with our audio? How do I feel about the ""me way of doing things"" after a couple of weeks of analysis? I give the LS50 Wireless a firm A+, and the last of my previous equipment sold on eBay today. I couldn't be any more pleased. Like several of the professional reviewers have said, I never heard my LS50s sound this good when powered by an external amplifier and expernal DAC.  I'll never go back!",
8915,1235,Punchy Bass,"I love this sub, it produces clear bass than my svc. Small form factor is good. ",
8916,1162,Fantastic speakers at a fantastic price,"I had intended to buy these speakers and then quickly follow this purchase with a Marantz HD-AMP1 a few weeks later. As I am not very patient I decided to try them out with a SONOS Connect:AMP that I had at home. They sound fantastic with the SONOS, so I'm now faced with ""will they sound even better than fantastic if I get the Marantz AM?"", or ""should I save myself more than $1000 and stick with what I've got?"". I am in no way of HiFi enthusiast, but would class myself as a middle aged guy wanting to treat himself to some good kit that he could't afford when he was a kid, who has a better ear than the average person  on the street. If you're that guy/girl too, then go for it, especially at the current reduced price.",
8917,1163,Incredible sounding speakers,"After doing a lot of research I ended up purchasing the Q100's  to pair with a Q200 center channel and a pair of SVS subs for my HT.  They sound so good!  It has been so long since I've had proper speakers that I've forgotten how good they can sound.  As good as they are in my HT, they sound even better for music.  All I want to do now is go down stairs and put on a movie or some music.  I honestly couldn't be happier with my purchase.  ",
8919,1423,Terrific for Atmos,"Purchased two pair to build out a 5.1.4 Atmos setup paired with KEF T305. The build quality is quite nice with very thin bezels, and installation was a breeze.

They are a nice match for the T305, and fill the room with Atmos/DTS:X soundtracks. Would highly recommend.",
8920,1159,Kef Continues the Great Tradition,"I've had all Kef speakers - in several home theaters - for over 25 years. I just upgraded to the new Q series - and I am very happy I did. Great sound - great dispersion - I had to adjust the bass t keep it down - but only small adjustments. I could not be more pleased. Thank you Kef. (PS - Yesterday, I received my Q500s. Such gorgeous, delicate sound. 2 more coming for surrounds. Can't wait!!",
8921,1164,Q600c,This speaker works perfectly with my Q900 's   I can't speak to any other combination. It replaces my Q95c which is lacking in this application. My main system is kef with 4 Reference 4 s and a Q200c so I confess to being a big Kef  fan.,
8923,1474,Great things do come in small packages,"Great build, looks, quality and sound.  Has the bass of a much bigger speaker.  The only issues (and they are minor) are that the KEF app is sporadic and I'd like to see the system turn on when it sensed a source.  ",
8926,1162,Great bookshelf speakers,"I purchased these to pair with another set of bookshelf speakers (Energy rc10) for Multichannel Stereo playback in my garage. The KEF's soundstage is excellent. Clear crisp highs and surprising low end. The more clean power put to them, the better they sound!",
8928,1487,Gravity One,"Nice Design.   Compact,   Highs sound clean.  However,  bass is not where I like it, and unless I'm mistaken, no way to adjust it.   The Bose equivalent is 100 less.  

",
8929,1155,Poor finish choices.,"The R600C sounds great, but the large size makes it difficult to place under the TV without a custom stand.
I got the gloss black finish that tends to reflex light off the screen.  Rosewood would have been much better.
The finish is well done, but still it's just paint.    Such an expensive speaker should offer more wood finishes.",N
8930,1474,Big sound from a small package!,"I'm blown away by how much and how good the sound that comes out of these little speakers is!  These are perfect for anyone looking to create a small (but with big sound) 2.0 or 2.1 system in a small to medium space!

I'm using these as my computer speakers, wired.  They simply sound amazing.  Connecting to my iPhone 7 through bluetooth there's a  step down in sound quality but nothing drastic, most people wouldn't notice the difference, unless you're an audiophile or were listening to both wired/bluetooth back to back.  Overall I'm extremely satisfied with them!

About the app, yeah....lets not talk about the app for now......it needs serious work!  This is the only negative, keep in mind this product is relatively new, I'm sure Kef will make it right in due time.  Right Kef?!?!",
8931,1165,Awesome!,"Very glad I did my homework and found these instead of just walking into a brick and mortar store and picking out something off the shelf. Build, design and sound is nothing but superb. Very happy with my sound system and so are my PS4 Pro and Xbox One S. Perfect compliment to my 7.2 system!",
8932,1161,Awesome!,"Very glad I did my homework and found these instead of just walking into a brick and mortar store and picking out something off the shelf. Build, design and sound is nothing but superb. Very happy with my sound system and so are my PS4 Pro and Xbox One S. Perfect compliment to my 7.2 system!",
8934,1162,Good quality,"As expected, a true KEF product with quality sound in mind.",
8935,1163,Sophisticated Sound,"These are my first pair of KEF's and I am very amazed by the sound. 
I tested the speakers with Denon AVR S920. If I  had to complain, the bass is a little weak, but I think it's intended to be. All the sounds are detailed and the high key is there, but it doesn't hurt my ears. it sounds very sophisticated.
Classical music sounds perfect. it blew my mind. Other types of music sound great too.
",
8940,1162,All Around Great Pair of Speakers,Crisp highs. Clean bass. If you're going to blow $400 on a pair of speakers they better look nice and these look great in a living room.,
8941,1182,Great sub for the money,"This is a great sub for the money.  i am using it with a pair of Magnepan MMGs and it blends beautifully with them.  Very musical, and easily keeps up with the lighting fast Maggies.  The adjustments for volume and crossover allow it to seamlessly blend with the speakers.

Very happy with this product.",
8943,1509,The Muo was a huge hit!,"I purchased one of these units for a friend  and she was so excited to receive it!  Once she had charged the unit and connected via Bluetooth she was amazed with its outstanding sound quality & build.  Super easy to use and never loses the wireless connection, great wireless speaker!  Also, my friend had indicated that the additional free accessories were fantastic!  Overall wonderful product and a awesome buy! Thanks Kef, your customer for life!  Darryl.",
8944,1165,Very happy,Got the Q200c set up a few weeks ago. Very happy with the results. I was replacing an old cheap thing from college and this was absolutely the right move. The vocals in movies and TV shows is amazingly clear (can easily tell when it wasn't recorded very well).,
8946,1474,"Glorious sound, fantastic looks - soured by a few niggles","There's no point trying to be coy about it - these sound simply glorious and with their matched amps and corrected crossovers produce a level of detail, balance and togetherness usually reserved for a much higher price point. They do benefit massively from the addition of a sub that can be tucked away out of sight and with a bit of careful cable management and the right stands they are very graceful, minimal and non-intrusive. As someone who's lived with a profusion of cabling and extras for decades it's a big bonus, but just a cherry on top.

The problem is some software design choices - rather common sounding power on and off noises remind the user of turning on your PC or rebooting a phone or default ring-tones and you will  hear these very regularly as the speakers automatically power down and require manually turning back on even if a constant TOSLink or USB connection is maintained. The power cycling process produces loud clicks from the secondary speaker as the amplifier engages and disengages - considering no such noise comes from the primary this is a rather amateur moment. Finally to adjust any speaker settings you must stop whatever you're doing and switch input to bluetooth/wireless mode so the app is willing to access the speaker - this is clunky as hell and makes any finetuning a series of stabs in the dark.

Firmware can apparently be updated via a network connection but there is no information to be found anywhere within the app or KEF's product pages about where this firmware might be found, how to request updates or even how to receive notification of when updates might be available. Attempting chasing a remedy to this got me told there would be no updates unless enough people complained - hopefully the fact that half the reviews on this site comment on issues will get some action.

Generally a truly wonderful sounding product let down by a poor user experience which needs further refinement, hopefully forthcoming with a firmware and app update including a working FAQ section on such details. I would suggest discussion of firmware updates before purchase.",
8947,1163,Nice Speakers,I got these to enjoy my record player and digital music (I'm using a Sonos Connect Amp) and couldn't be more happy!,
8948,1343,"I AM VERY PLEASED WITH THE SOUND QUALITY, COMFORT AND REDUCTION OF EXTERNAL SOUNDS.",The headphones are comfortable to wear. They sound good. They do a good job of excluding sounds other than the sound source.,
8949,1488,Good sound over all.,Comfortable fit.,
8950,1163,Outstanding Audiophile Speakers,"About a month ago I first learned about KEF and had just purchased the LS50 Wireless; which are outstanding.  While I never planned to do this, I decided to set up a network steamer /CD Player in another room.  After days or reading reviews and checking out a small set of speakers, I started coming across reviews of the KEF Q100, as being a tremendous value; with outstanding sound quality across the spectrum, including the bass, in a bookshelf design.  So I decided to get the Q100s, and I'm not disappointed.  Particularly impressed with the bass from a bookshelf type speaker, the clarity of voices, soundstage, instrument separation and range across the entire spectrum.  The sound of a trumpet, and the unmistakeable beat of the kick drum.  Unless the Q100 won't fit your space, I am totally convinced that any KEF speaker is a no brainer winner!
",
